assists,camp,cluster,deaths,duration,engine,game_mode,gold_per_min,hero_id,hours_to_now,is_win,kills,last_hits,league_name,leagueid,lobby_type,match_id,player_name,radiant_win,start_time,team_id,team_name,team_tag,xp_per_min
3,dire,227,7,2097,1,2,304,2,3971.19907786333,False,2,143,CHINA DOTA2 SUPER MAJOR,9943,1,3941931884,Fata,True,1528543620,1838315,Team Secret,Secret,339
7,dire,227,8,2097,1,2,279,22,3971.19907786333,False,2,103,CHINA DOTA2 SUPER MAJOR,9943,1,3941931884,YapzOr,True,1528543620,1838315,Team Secret,Secret,439
2,dire,227,9,2097,1,2,369,93,3971.19907786333,False,2,224,CHINA DOTA2 SUPER MAJOR,9943,1,3941931884,Ace,True,1528543620,1838315,Team Secret,Secret,395
2,dire,227,11,2097,1,2,197,30,3971.19907786333,False,2,41,CHINA DOTA2 SUPER MAJOR,9943,1,3941931884,Puppey,True,1528543620,1838315,Team Secret,Secret,244
20,radiant,227,2,2097,1,2,327,101,3971.19907786333,True,4,68,CHINA DOTA2 SUPER MAJOR,9943,1,3941931884,RodjER,True,1528543620,1883502,Virtus.pro,VP,516
22,radiant,227,3,2097,1,2,422,38,3971.19907786333,True,4,146,CHINA DOTA2 SUPER MAJOR,9943,1,3941931884,9pasha,True,1528543620,1883502,Virtus.pro,VP,566
7,radiant,227,0,2097,1,2,506,76,3971.19907786333,True,14,202,CHINA DOTA2 SUPER MAJOR,9943,1,3941931884,No[o]ne-,True,1528543620,1883502,Virtus.pro,VP,577
17,radiant,227,1,2097,1,2,632,41,3971.19907786333,True,15,252,CHINA DOTA2 SUPER MAJOR,9943,1,3941931884,RAMZeS666,True,1528543620,1883502,Virtus.pro,VP,700
21,radiant,227,5,2097,1,2,263,87,3971.19907786333,True,3,32,CHINA DOTA2 SUPER MAJOR,9943,1,3941931884,Solo,True,1528543620,1883502,Virtus.pro,VP,394
7,radiant,227,8,2148,1,2,268,64,3969.54546675222,False,2,52,CHINA DOTA2 SUPER MAJOR,9943,1,3942119450,xNova,False,1528549573,15,PSG.LGD,PSG.LGD,391
8,radiant,227,7,2148,1,2,507,72,3969.54546675222,False,4,288,CHINA DOTA2 SUPER MAJOR,9943,1,3942119450,Ameame,False,1528549573,15,PSG.LGD,PSG.LGD,473
4,radiant,227,3,2148,1,2,483,39,3969.54546675222,False,6,242,CHINA DOTA2 SUPER MAJOR,9943,1,3942119450,小可,False,1528549573,15,PSG.LGD,PSG.LGD,532
9,radiant,227,10,2148,1,2,272,119,3969.54546675222,False,3,38,CHINA DOTA2 SUPER MAJOR,9943,1,3942119450,fy,False,1528549573,15,PSG.LGD,PSG.LGD,345
3,radiant,227,8,2148,1,2,317,4,3969.54546675222,False,0,167,CHINA DOTA2 SUPER MAJOR,9943,1,3942119450,Chalice,False,1528549573,15,PSG.LGD,PSG.LGD,282
17,dire,227,3,2148,1,2,297,66,3969.54546675222,True,7,54,CHINA DOTA2 SUPER MAJOR,9943,1,3942119450,KuroKy,False,1528549573,2163,Team Liquid,Liquid,387
14,dire,227,2,2148,1,2,418,69,3969.54546675222,True,3,117,CHINA DOTA2 SUPER MAJOR,9943,1,3942119450,MinD_ContRoL,False,1528549573,2163,Team Liquid,Liquid,472
10,dire,227,4,2148,1,2,589,34,3969.54546675222,True,6,283,CHINA DOTA2 SUPER MAJOR,9943,1,3942119450,Miracle-,False,1528549573,2163,Team Liquid,Liquid,659
13,dire,227,4,2148,1,2,298,21,3969.54546675222,True,4,53,CHINA DOTA2 SUPER MAJOR,9943,1,3942119450,Gh,False,1528549573,2163,Team Liquid,Liquid,444
11,dire,227,2,2148,1,2,599,54,3969.54546675222,True,15,209,CHINA DOTA2 SUPER MAJOR,9943,1,3942119450,MATUMBAMAN,False,1528549573,2163,Team Liquid,Liquid,662
10,dire,227,7,2528,1,2,402,120,3968.36352230778,False,4,234,CHINA DOTA2 SUPER MAJOR,9943,1,3942260942,Chalice,True,1528553828,15,PSG.LGD,PSG.LGD,455
11,dire,227,13,2528,1,2,277,21,3968.36352230778,False,4,79,CHINA DOTA2 SUPER MAJOR,9943,1,3942260942,fy,True,1528553828,15,PSG.LGD,PSG.LGD,354
9,dire,227,14,2528,1,2,306,30,3968.36352230778,False,7,49,CHINA DOTA2 SUPER MAJOR,9943,1,3942260942,xNova,True,1528553828,15,PSG.LGD,PSG.LGD,285
12,dire,227,4,2528,1,2,545,106,3968.36352230778,False,8,334,CHINA DOTA2 SUPER MAJOR,9943,1,3942260942,小可,True,1528553828,15,PSG.LGD,PSG.LGD,692
8,dire,227,12,2528,1,2,496,95,3968.36352230778,False,4,290,CHINA DOTA2 SUPER MAJOR,9943,1,3942260942,Ameame,True,1528553828,15,PSG.LGD,PSG.LGD,509
24,radiant,227,3,2528,1,2,543,92,3968.36352230778,True,9,234,CHINA DOTA2 SUPER MAJOR,9943,1,3942260942,MATUMBAMAN,True,1528553828,2163,Team Liquid,Liquid,660
27,radiant,227,7,2528,1,2,354,16,3968.36352230778,True,7,67,CHINA DOTA2 SUPER MAJOR,9943,1,3942260942,Gh,True,1528553828,2163,Team Liquid,Liquid,538
18,radiant,227,7,2528,1,2,592,34,3968.36352230778,True,12,323,CHINA DOTA2 SUPER MAJOR,9943,1,3942260942,Miracle-,True,1528553828,2163,Team Liquid,Liquid,651
16,radiant,227,6,2528,1,2,517,52,3968.36352230778,True,15,205,CHINA DOTA2 SUPER MAJOR,9943,1,3942260942,MinD_ContRoL,True,1528553828,2163,Team Liquid,Liquid,553
27,radiant,227,4,2528,1,2,310,85,3968.36352230778,True,7,28,CHINA DOTA2 SUPER MAJOR,9943,1,3942260942,KuroKy,True,1528553828,2163,Team Liquid,Liquid,500
8,radiant,223,9,1796,1,2,279,86,3956.64268897444,False,2,55,CHINA DOTA2 SUPER MAJOR,9943,1,3943204781,Solo,False,1528596023,1883502,Virtus.pro,VP,417
11,dire,223,5,1796,1,2,490,38,3956.64268897444,True,6,163,CHINA DOTA2 SUPER MAJOR,9943,1,3943204781,Chalice,False,1528596023,15,PSG.LGD,PSG.LGD,600
13,dire,223,4,1796,1,2,318,51,3956.64268897444,True,8,36,CHINA DOTA2 SUPER MAJOR,9943,1,3943204781,fy,False,1528596023,15,PSG.LGD,PSG.LGD,420
20,dire,223,2,1796,1,2,282,20,3956.64268897444,True,3,32,CHINA DOTA2 SUPER MAJOR,9943,1,3943204781,xNova,False,1528596023,15,PSG.LGD,PSG.LGD,411
4,dire,223,1,1796,1,2,714,11,3956.64268897444,True,16,283,CHINA DOTA2 SUPER MAJOR,9943,1,3943204781,小可,False,1528596023,15,PSG.LGD,PSG.LGD,858
10,dire,223,5,1796,1,2,560,113,3956.64268897444,True,2,194,CHINA DOTA2 SUPER MAJOR,9943,1,3943204781,Ameame,False,1528596023,15,PSG.LGD,PSG.LGD,518
6,radiant,223,9,1796,1,2,246,52,3956.64268897444,False,5,39,CHINA DOTA2 SUPER MAJOR,9943,1,3943204781,RodjER,False,1528596023,1883502,Virtus.pro,VP,285
8,radiant,223,4,1796,1,2,287,60,3956.64268897444,False,4,76,CHINA DOTA2 SUPER MAJOR,9943,1,3943204781,9pasha,False,1528596023,1883502,Virtus.pro,VP,338
6,radiant,223,8,1796,1,2,404,43,3956.64268897444,False,2,161,CHINA DOTA2 SUPER MAJOR,9943,1,3943204781,No[o]ne-,False,1528596023,1883502,Virtus.pro,VP,546
6,radiant,223,5,1796,1,2,518,109,3956.64268897444,False,4,242,CHINA DOTA2 SUPER MAJOR,9943,1,3943204781,RAMZeS666,False,1528596023,1883502,Virtus.pro,VP,509
15,radiant,227,12,3835,1,2,642,114,3955.69157786333,False,13,541,CHINA DOTA2 SUPER MAJOR,9943,1,3943262880,Ameame,False,1528599447,15,PSG.LGD,PSG.LGD,658
11,radiant,227,11,3835,1,2,514,76,3955.69157786333,False,13,433,CHINA DOTA2 SUPER MAJOR,9943,1,3943262880,小可,False,1528599447,15,PSG.LGD,PSG.LGD,619
16,radiant,227,9,3835,1,2,264,3,3955.69157786333,False,6,46,CHINA DOTA2 SUPER MAJOR,9943,1,3943262880,xNova,False,1528599447,15,PSG.LGD,PSG.LGD,502
26,radiant,227,12,3835,1,2,349,103,3955.69157786333,False,4,205,CHINA DOTA2 SUPER MAJOR,9943,1,3943262880,fy,False,1528599447,15,PSG.LGD,PSG.LGD,464
18,radiant,227,6,3835,1,2,457,69,3955.69157786333,False,6,210,CHINA DOTA2 SUPER MAJOR,9943,1,3943262880,Chalice,False,1528599447,15,PSG.LGD,PSG.LGD,504
21,dire,227,8,3835,1,2,504,101,3955.69157786333,True,17,128,CHINA DOTA2 SUPER MAJOR,9943,1,3943262880,RodjER,False,1528599447,1883502,Virtus.pro,VP,505
30,dire,227,10,3835,1,2,375,37,3955.69157786333,True,5,108,CHINA DOTA2 SUPER MAJOR,9943,1,3943262880,Solo,False,1528599447,1883502,Virtus.pro,VP,609
21,dire,227,7,3835,1,2,532,41,3955.69157786333,True,7,427,CHINA DOTA2 SUPER MAJOR,9943,1,3943262880,RAMZeS666,False,1528599447,1883502,Virtus.pro,VP,505
23,dire,227,6,3835,1,2,600,23,3955.69157786333,True,12,421,CHINA DOTA2 SUPER MAJOR,9943,1,3943262880,No[o]ne-,False,1528599447,1883502,Virtus.pro,VP,668
18,dire,227,11,3835,1,2,399,16,3955.69157786333,True,9,194,CHINA DOTA2 SUPER MAJOR,9943,1,3943262880,9pasha,False,1528599447,1883502,Virtus.pro,VP,507
8,radiant,227,15,2073,1,2,286,38,3954.18852230778,False,1,115,CHINA DOTA2 SUPER MAJOR,9943,1,3943365614,Chalice,False,1528604858,15,PSG.LGD,PSG.LGD,311
14,dire,227,4,2073,1,2,374,101,3954.18852230778,True,14,41,CHINA DOTA2 SUPER MAJOR,9943,1,3943365614,RodjER,False,1528604858,1883502,Virtus.pro,VP,555
29,dire,227,1,2073,1,2,437,60,3954.18852230778,True,9,101,CHINA DOTA2 SUPER MAJOR,9943,1,3943365614,9pasha,False,1528604858,1883502,Virtus.pro,VP,613
21,dire,227,2,2073,1,2,575,34,3954.18852230778,True,7,291,CHINA DOTA2 SUPER MAJOR,9943,1,3943365614,No[o]ne-,False,1528604858,1883502,Virtus.pro,VP,582
9,dire,227,4,2073,1,2,701,18,3954.18852230778,True,13,323,CHINA DOTA2 SUPER MAJOR,9943,1,3943365614,RAMZeS666,False,1528604858,1883502,Virtus.pro,VP,668
17,dire,227,5,2073,1,2,286,3,3954.18852230778,True,5,25,CHINA DOTA2 SUPER MAJOR,9943,1,3943365614,Solo,False,1528604858,1883502,Virtus.pro,VP,444
4,radiant,227,8,2073,1,2,306,21,3954.18852230778,False,7,93,CHINA DOTA2 SUPER MAJOR,9943,1,3943365614,fy,False,1528604858,15,PSG.LGD,PSG.LGD,345
8,radiant,227,12,2073,1,2,213,20,3954.18852230778,False,0,28,CHINA DOTA2 SUPER MAJOR,9943,1,3943365614,xNova,False,1528604858,15,PSG.LGD,PSG.LGD,312
4,radiant,227,7,2073,1,2,394,74,3954.18852230778,False,3,219,CHINA DOTA2 SUPER MAJOR,9943,1,3943365614,小可,False,1528604858,15,PSG.LGD,PSG.LGD,405
6,radiant,227,6,2073,1,2,460,12,3954.18852230778,False,4,249,CHINA DOTA2 SUPER MAJOR,9943,1,3943365614,Ameame,False,1528604858,15,PSG.LGD,PSG.LGD,518
22,radiant,227,9,2518,1,2,214,3,3952.27602230778,False,3,19,CHINA DOTA2 SUPER MAJOR,9943,1,3943547236,Solo,False,1528611743,1883502,Virtus.pro,VP,300
15,dire,227,5,2518,1,2,485,92,3952.27602230778,True,12,182,CHINA DOTA2 SUPER MAJOR,9943,1,3943547236,MATUMBAMAN,False,1528611743,2163,Team Liquid,Liquid,527
22,dire,227,9,2518,1,2,294,89,3952.27602230778,True,2,69,CHINA DOTA2 SUPER MAJOR,9943,1,3943547236,Gh,False,1528611743,2163,Team Liquid,Liquid,296
14,dire,227,3,2518,1,2,704,46,3952.27602230778,True,11,407,CHINA DOTA2 SUPER MAJOR,9943,1,3943547236,Miracle-,False,1528611743,2163,Team Liquid,Liquid,626
16,dire,227,5,2518,1,2,459,55,3952.27602230778,True,5,224,CHINA DOTA2 SUPER MAJOR,9943,1,3943547236,MinD_ContRoL,False,1528611743,2163,Team Liquid,Liquid,581
19,dire,227,6,2518,1,2,291,64,3952.27602230778,True,4,46,CHINA DOTA2 SUPER MAJOR,9943,1,3943547236,KuroKy,False,1528611743,2163,Team Liquid,Liquid,587
12,radiant,227,9,2518,1,2,293,16,3952.27602230778,False,2,97,CHINA DOTA2 SUPER MAJOR,9943,1,3943547236,RodjER,False,1528611743,1883502,Virtus.pro,VP,368
12,radiant,227,7,2518,1,2,387,38,3952.27602230778,False,8,139,CHINA DOTA2 SUPER MAJOR,9943,1,3943547236,9pasha,False,1528611743,1883502,Virtus.pro,VP,502
14,radiant,227,5,2518,1,2,659,74,3952.27602230778,False,8,384,CHINA DOTA2 SUPER MAJOR,9943,1,3943547236,No[o]ne-,False,1528611743,1883502,Virtus.pro,VP,613
7,radiant,227,4,2518,1,2,607,8,3952.27602230778,False,7,368,CHINA DOTA2 SUPER MAJOR,9943,1,3943547236,RAMZeS666,False,1528611743,1883502,Virtus.pro,VP,627
7,radiant,227,8,2197,1,2,387,43,3951.08796675222,False,7,173,CHINA DOTA2 SUPER MAJOR,9943,1,3943673479,MATUMBAMAN,False,1528616020,2163,Team Liquid,Liquid,505
16,dire,227,5,2197,1,2,410,21,3951.08796675222,True,9,107,CHINA DOTA2 SUPER MAJOR,9943,1,3943673479,RodjER,False,1528616020,1883502,Virtus.pro,VP,578
14,dire,227,5,2197,1,2,449,38,3951.08796675222,True,9,142,CHINA DOTA2 SUPER MAJOR,9943,1,3943673479,9pasha,False,1528616020,1883502,Virtus.pro,VP,683
18,dire,227,1,2197,1,2,612,4,3951.08796675222,True,11,261,CHINA DOTA2 SUPER MAJOR,9943,1,3943673479,No[o]ne-,False,1528616020,1883502,Virtus.pro,VP,650
10,dire,227,3,2197,1,2,562,41,3951.08796675222,True,11,230,CHINA DOTA2 SUPER MAJOR,9943,1,3943673479,RAMZeS666,False,1528616020,1883502,Virtus.pro,VP,636
18,dire,227,7,2197,1,2,276,3,3951.08796675222,True,3,19,CHINA DOTA2 SUPER MAJOR,9943,1,3943673479,Solo,False,1528616020,1883502,Virtus.pro,VP,342
12,radiant,227,9,2197,1,2,203,16,3951.08796675222,False,6,22,CHINA DOTA2 SUPER MAJOR,9943,1,3943673479,Gh,False,1528616020,2163,Team Liquid,Liquid,369
9,radiant,227,10,2197,1,2,462,114,3951.08796675222,False,2,290,CHINA DOTA2 SUPER MAJOR,9943,1,3943673479,Miracle-,False,1528616020,2163,Team Liquid,Liquid,553
8,radiant,227,10,2197,1,2,284,52,3951.08796675222,False,3,112,CHINA DOTA2 SUPER MAJOR,9943,1,3943673479,MinD_ContRoL,False,1528616020,2163,Team Liquid,Liquid,318
11,radiant,227,6,2197,1,2,196,31,3951.08796675222,False,2,27,CHINA DOTA2 SUPER MAJOR,9943,1,3943673479,KuroKy,False,1528616020,2163,Team Liquid,Liquid,317
14,radiant,227,9,1703,1,2,185,87,3950.03463341889,False,1,15,CHINA DOTA2 SUPER MAJOR,9943,1,3943790375,Solo,False,1528619812,1883502,Virtus.pro,VP,242
4,radiant,227,4,1703,1,2,514,10,3950.03463341889,False,12,183,CHINA DOTA2 SUPER MAJOR,9943,1,3943790375,RAMZeS666,False,1528619812,1883502,Virtus.pro,VP,524
8,radiant,227,7,1703,1,2,341,23,3950.03463341889,False,3,150,CHINA DOTA2 SUPER MAJOR,9943,1,3943790375,No[o]ne-,False,1528619812,1883502,Virtus.pro,VP,413
12,radiant,227,6,1703,1,2,387,120,3950.03463341889,False,5,115,CHINA DOTA2 SUPER MAJOR,9943,1,3943790375,9pasha,False,1528619812,1883502,Virtus.pro,VP,475
11,radiant,227,7,1703,1,2,233,89,3950.03463341889,False,2,48,CHINA DOTA2 SUPER MAJOR,9943,1,3943790375,RodjER,False,1528619812,1883502,Virtus.pro,VP,302
19,dire,227,5,1703,1,2,326,37,3950.03463341889,True,3,49,CHINA DOTA2 SUPER MAJOR,9943,1,3943790375,KuroKy,False,1528619812,2163,Team Liquid,Liquid,326
9,dire,227,7,1703,1,2,442,38,3950.03463341889,True,8,119,CHINA DOTA2 SUPER MAJOR,9943,1,3943790375,MinD_ContRoL,False,1528619812,2163,Team Liquid,Liquid,503
16,dire,227,3,1703,1,2,537,9,3950.03463341889,True,8,170,CHINA DOTA2 SUPER MAJOR,9943,1,3943790375,Miracle-,False,1528619812,2163,Team Liquid,Liquid,551
18,dire,227,6,1703,1,2,395,21,3950.03463341889,True,7,51,CHINA DOTA2 SUPER MAJOR,9943,1,3943790375,Gh,False,1528619812,2163,Team Liquid,Liquid,440
16,dire,227,3,1703,1,2,492,6,3950.03463341889,True,6,165,CHINA DOTA2 SUPER MAJOR,9943,1,3943790375,MATUMBAMAN,False,1528619812,2163,Team Liquid,Liquid,525
17,radiant,227,2,1438,1,2,353,66,3949.10657786333,True,2,120,CHINA DOTA2 SUPER MAJOR,9943,1,3943893584,RodjER,True,1528623153,1883502,Virtus.pro,VP,442
8,radiant,227,3,1438,1,2,242,26,3949.10657786333,True,2,20,CHINA DOTA2 SUPER MAJOR,9943,1,3943893584,Solo,True,1528623153,1883502,Virtus.pro,VP,246
7,radiant,227,0,1438,1,2,598,93,3949.10657786333,True,12,194,CHINA DOTA2 SUPER MAJOR,9943,1,3943893584,RAMZeS666,True,1528623153,1883502,Virtus.pro,VP,615
8,radiant,227,0,1438,1,2,496,43,3949.10657786333,True,7,148,CHINA DOTA2 SUPER MAJOR,9943,1,3943893584,No[o]ne-,True,1528623153,1883502,Virtus.pro,VP,550
11,radiant,227,0,1438,1,2,418,120,3949.10657786333,True,7,91,CHINA DOTA2 SUPER MAJOR,9943,1,3943893584,9pasha,True,1528623153,1883502,Virtus.pro,VP,516
1,dire,227,7,1438,1,2,136,30,3949.10657786333,False,0,11,CHINA DOTA2 SUPER MAJOR,9943,1,3943893584,KuroKy,True,1528623153,2163,Team Liquid,Liquid,142
0,dire,227,7,1438,1,2,297,9,3949.10657786333,False,0,105,CHINA DOTA2 SUPER MAJOR,9943,1,3943893584,MinD_ContRoL,True,1528623153,2163,Team Liquid,Liquid,298
1,dire,227,5,1438,1,2,379,34,3949.10657786333,False,1,151,CHINA DOTA2 SUPER MAJOR,9943,1,3943893584,Miracle-,True,1528623153,2163,Team Liquid,Liquid,411
2,dire,227,6,1438,1,2,150,103,3949.10657786333,False,1,20,CHINA DOTA2 SUPER MAJOR,9943,1,3943893584,Gh,True,1528623153,2163,Team Liquid,Liquid,179
1,dire,227,5,1438,1,2,319,114,3949.10657786333,False,3,101,CHINA DOTA2 SUPER MAJOR,9943,1,3943893584,MATUMBAMAN,True,1528623153,2163,Team Liquid,Liquid,282
11,radiant,227,5,2061,1,2,423,38,3948.29796675222,True,7,136,CHINA DOTA2 SUPER MAJOR,9943,1,3943981461,MinD_ContRoL,True,1528626064,2163,Team Liquid,Liquid,482
8,dire,227,5,2061,1,2,195,101,3948.29796675222,False,6,23,CHINA DOTA2 SUPER MAJOR,9943,1,3943981461,RodjER,True,1528626064,1883502,Virtus.pro,VP,251
12,dire,227,4,2061,1,2,299,29,3948.29796675222,False,1,116,CHINA DOTA2 SUPER MAJOR,9943,1,3943981461,9pasha,True,1528626064,1883502,Virtus.pro,VP,383
10,dire,227,6,2061,1,2,401,23,3948.29796675222,False,3,179,CHINA DOTA2 SUPER MAJOR,9943,1,3943981461,No[o]ne-,True,1528626064,1883502,Virtus.pro,VP,469
6,dire,227,6,2061,1,2,611,94,3948.29796675222,False,9,342,CHINA DOTA2 SUPER MAJOR,9943,1,3943981461,RAMZeS666,True,1528626064,1883502,Virtus.pro,VP,573
13,radiant,227,3,2061,1,2,297,37,3948.29796675222,True,3,51,CHINA DOTA2 SUPER MAJOR,9943,1,3943981461,KuroKy,True,1528626064,2163,Team Liquid,Liquid,503
12,dire,227,9,2061,1,2,178,87,3948.29796675222,False,1,19,CHINA DOTA2 SUPER MAJOR,9943,1,3943981461,Solo,True,1528626064,1883502,Virtus.pro,VP,222
12,radiant,227,3,2061,1,2,468,92,3948.29796675222,True,9,139,CHINA DOTA2 SUPER MAJOR,9943,1,3943981461,MATUMBAMAN,True,1528626064,2163,Team Liquid,Liquid,476
14,radiant,227,5,2061,1,2,319,89,3948.29796675222,True,3,67,CHINA DOTA2 SUPER MAJOR,9943,1,3943981461,Gh,True,1528626064,2163,Team Liquid,Liquid,300
13,radiant,227,4,2061,1,2,564,46,3948.29796675222,True,8,260,CHINA DOTA2 SUPER MAJOR,9943,1,3943981461,Miracle-,True,1528626064,2163,Team Liquid,Liquid,618
